qrCode,buildingId,unitNumber,type,brandModel,status,المبنى,تاريخ أول تسجيل,تاريخ آخر زيارة,عدد الزيارات المسجلة,,,,,,,
HS-225-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-225,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-225-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-225,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-225-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-225,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-225-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-225,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-225-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-225,غسالة,,,الحصيلة,,,,,,,,,,
HS-225-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-225,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-226-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-226,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-226-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-226,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-226-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-226,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-226-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-226,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-226-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-226,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-226-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-226,غسالة,,,الحصيلة,,,,,,,,,,
HS-226-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-226,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-227-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-227,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-227-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-227,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-227-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-227,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-227-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-227,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-227-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-227,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-227-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-227,غسالة,,,الحصيلة,,,,,,,,,,
HS-227-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-227,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-228-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-228,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-228-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-228,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-228-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-228,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-228-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-228,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-228-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-228,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-228-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-228,غسالة,,,الحصيلة,,,,,,,,,,
HS-228-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-228,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-321-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-321,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-321-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-321,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-321-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-321,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-321-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-321,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-321-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-321,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-321-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-321,غسالة,,,الحصيلة,,,,,,,,,,
HS-321-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-321,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-322-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-322,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-322-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-322,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-322-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-322,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-322-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-322,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-322-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-322,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-322-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-322,غسالة,,,الحصيلة,,,,,,,,,,
HS-322-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-322,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-323-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-323,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-323-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-323,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-323-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-323,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-323-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-323,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-323-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-323,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-323-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-323,غسالة,,,الحصيلة,,,,,,,,,,
HS-323-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-323,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-324-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-324,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-324-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-324,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-324-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-324,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-324-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-324,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-324-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-324,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-324-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-324,غسالة,,,الحصيلة,,,,,,,,,,
HS-324-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-324,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-325-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-325,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-325-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-325,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-325-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-325,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-325-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-325,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-325-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-325,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-325-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-325,غسالة,,,الحصيلة,,,,,,,,,,
HS-325-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-325,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-326-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-326,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-326-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-326,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-326-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-326,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-326-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-326,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-326-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-326,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-326-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-326,غسالة,,,الحصيلة,,,,,,,,,,
HS-326-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-326,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-327-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-327,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-327-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-327,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-327-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-327,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-327-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-327,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-327-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-327,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-327-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-327,غسالة,,,الحصيلة,,,,,,,,,,
HS-327-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-327,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-328-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-328,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-328-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-328,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-328-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-328,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-328-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-328,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-328-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-328,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-328-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-328,غسالة,,,الحصيلة,,,,,,,,,,
HS-328-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-328,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-421-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-421,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-421-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-421,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-421-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-421,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-421-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-421,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-421-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-421,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-421-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-421,غسالة,,,الحصيلة,,,,,,,,,,
HS-421-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-421,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-422-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-422,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-422-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-422,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-422-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-422,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-422-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-422,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-422-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-422,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-422-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-422,غسالة,,,الحصيلة,,,,,,,,,,
HS-422-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-422,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-423-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-423,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-423-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-423,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-423-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-423,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-423-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-423,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-423-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-423,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-423-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-423,غسالة,,,الحصيلة,,,,,,,,,,
HS-423-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-423,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-424-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-424,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-424-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-424,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-424-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-424,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-424-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-424,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-424-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-424,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-424-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-424,غسالة,,,الحصيلة,,,,,,,,,,
HS-424-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-424,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-425-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-425,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-425-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-425,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-425-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-425,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-425-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-425,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-425-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-425,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-425-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-425,غسالة,,,الحصيلة,,,,,,,,,,
HS-425-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-425,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-426-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-426,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-426-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-426,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-426-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-426,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-426-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-426,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-426-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-426,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-426-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-426,غسالة,,,الحصيلة,,,,,,,,,,
HS-426-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-426,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-427-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-427,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-427-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-427,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-427-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-427,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-427-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-427,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-427-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-427,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-427-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-427,غسالة,,,الحصيلة,,,,,,,,,,
HS-427-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-427,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-428-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-428,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-428-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-428,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-428-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-428,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-428-AC-04,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-428,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-428-AC-05,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-428,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-428-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-428,غسالة,,,الحصيلة,,,,,,,,,,
HS-428-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-428,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-521-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-521,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-521-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-521,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-521-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-521,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-521-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-521,غسالة,,,الحصيلة,,,,,,,,,,
HS-521-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-521,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-522-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-522,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-522-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-522,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-522-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-522,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-522-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-522,غسالة,,,الحصيلة,,,,,,,,,,
HS-522-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-522,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-523-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-523,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-523-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-523,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-523-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-523,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-523-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-523,غسالة,,,الحصيلة,,,,,,,,,,
HS-523-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-523,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-524-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-524,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-524-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-524,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-524-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-524,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-524-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-524,غسالة,,,الحصيلة,,,,,,,,,,
HS-524-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-524,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-525-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-525,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-525-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-525,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-525-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-525,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-525-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-525,غسالة,,,الحصيلة,,,,,,,,,,
HS-525-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-525,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-526-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-526,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-526-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-526,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-526-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-526,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-526-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-526,غسالة,,,الحصيلة,,,,,,,,,,
HS-526-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-526,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-527-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-527,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-527-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-527,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-527-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-527,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-527-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-527,غسالة,,,الحصيلة,,,,,,,,,,
HS-527-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-527,ثلاجة,,,الحصيلة,,,,,,,,,,
HS-528-AC-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-528,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-528-AC-02,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-528,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-528-AC-03,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-528,مكيف سبليت,,,الحصيلة,,,,,,,,,,
HS-528-WM-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-528,غسالة,,,الحصيلة,,,,,,,,,,
HS-528-RF-01,73ac3372-31fd-4adc-8da4-f96fc65674ba,HS-528,ثلاجة,,,الحصيلة,,,,,,,,,,
SAD-101-AC-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-101,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-101-AC-02,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-101,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-101-AC-03,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-101,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-101-WM-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-101,غسالة,,,السعادة,,,,,,,,,,
SAD-101-RF-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-101,ثلاجة,,,السعادة,,,,,,,,,,
SAD-102-AC-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-102,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-102-AC-02,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-102,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-102-AC-03,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-102,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-102-WM-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-102,غسالة,,,السعادة,,,,,,,,,,
SAD-102-RF-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-102,ثلاجة,,,السعادة,,,,,,,,,,
SAD-103-AC-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-103,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-103-RF-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-103,ثلاجة,,,السعادة,,,,,,,,,,
SAD-104-AC-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-104,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-104-AC-02,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-104,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-104-WM-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-104,غسالة,,,السعادة,,,,,,,,,,
SAD-104-RF-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-104,ثلاجة,,,السعادة,,,,,,,,,,
SAD-105-AC-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-105,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-105-AC-02,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-105,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-105-AC-03,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-105,مكيف سبليت,,,السعادة,,,,,,,,,,
SAD-105-WM-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-105,غسالة,,,السعادة,,,,,,,,,,
SAD-105-RF-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-105,ثلاجة,,,السعادة,,,,,,,,,,
SAD-106-AC-01,1c6d9e57-89fc-4121-af9e-03dafd483b60,SAD-106,مكيف سبليت,,,السعادة,,,,,,,,,,
